"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-26","0.00","80","90","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-27","0.00","76","93","71"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-28","0.00","72","80","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-29","0.00","73","80","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-30","0.00","75","81","68"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-03-31","0.00","76","83","70"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-01","0.00","76","87","71"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-02","0.00","78","87","71"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-03","0.00","80","86","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-04","0.00","79","86","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-05","0.03","79","85","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-06","0.00","78","87","70"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-07","0.00","80","87","70"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-08","0.00","80","87","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-09","0.00","80","87","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-10","0.00","81","88","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-11","0.00","81","87","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-12","0.00","82","92","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-13","0.00","82","92","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-14","0.00","82","89","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-15","0.00","80",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-16","0.67","81","90","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-17","0.00","83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-18","0.00","83","90","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-19","0.00","83","90","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-20","0.00","83","90","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-21","0.00","85","91","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-22","0.00","84","91","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-23","0.00","85","91","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-24","0.00","87",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-25","0.00","86","94","81"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-26","0.00","87","97","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-27","0.00","89",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-28","0.00","87","106","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-29","0.00","77",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-04-30","0.02","71",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-01",,"74","79","67"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-02","0.00","78","84","71"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-03","0.00","80",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-04","0.00","80","86","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-05","0.00","81",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-06","0.00","82",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-07","0.00","83","92","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-08","0.00","83","92","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-09","0.00","85","96","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-10","0.00","84","91","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-11","0.00","84","90","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-12","0.00","84","90","81"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-13","0.00","82",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-14","0.72","82",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-15","0.09","83","90","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-16","0.00","84","92","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-17","0.00","83","92","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-18","0.00","85","92","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-19","0.00","83","91","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-20","0.00","84","92","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-21","0.00","84","92","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-22","0.06","84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-23","1.07","81","93","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-24","0.00","84","91","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-25","0.00","83","89","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-26","0.00","84","91","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-27","0.00","84","92","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-28","0.00","84","92","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-29","0.00","85","90","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-30","0.00","85","90","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-05-31","0.00","82","90","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-01","0.00","79","86","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-02","0.59","81",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-03","0.00","82",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-04","0.00","82","89","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-05",,"83","87","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-06",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-07",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-08",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-09","0.05","84","89","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-10","0.01","84","91","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-11","0.67","84","91","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-12","0.00","85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-13",,"81",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-14",,"83","90","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-15",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-16","0.02","83","91","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-17","0.00","85","91","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-18","0.00","85","91","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-19",,"83","91","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-20","2.96","81","88","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-21","0.00","85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-22",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-23",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-24","0.08","82","91","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-25","0.44","83","90","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-26","0.00","84","90","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-27",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-28",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-29",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-06-30","0.00","83","90","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-01",,"83","89","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-02","0.46","82","90","75"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-03","0.22","80","89","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-04","0.00","80",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-05","1.72","83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-06","0.00","85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-07",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-08",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-09",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-10",,"80","89","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-11","0.74","80",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-12","0.00","83","89","72"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-13",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-14",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-15",,"86","90","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-16","0.00","85","90","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-17","0.09","83","90","77"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-18","0.01","83","89","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-19","0.00","85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-20",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-21",,"84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-22",,"83",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-23",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-24",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-25",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-26",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-27",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-28","0.00","86","92","80"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-29",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-30",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-07-31",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-01","0.00","84",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-02",,"85","92","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-03",,"86","92","76"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-04",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-05","0.00","86","91","79"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-06","0.00","87",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-07",,"86",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-08",,"87",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-09","0.00","87","93","82"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-10",,"87",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-11","0.23","86","92","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-12","0.50","81","91","74"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-13","1.39","81",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-14","0.00","83","90","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-15",,"85",,
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-16","0.18","85","91","78"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-17","0.54","83","92","73"
"MXM00076692","HACIENDA YLANG YLANG VERACRUZ, MX","2015-08-18","0.87","82","90","73"
