City,Date,Cases,Rain,Temp,Searches
Mexico-Veracruz_de_Ignacio_de_la_Llave,23/09/2017,1,429,24.4,11
Mexico-Veracruz_de_Ignacio_de_la_Llave,30/09/2017,12,429,24.4,5
Mexico-Veracruz_de_Ignacio_de_la_Llave,07/10/2017,13,314.9,22.8,7
Mexico-Veracruz_de_Ignacio_de_la_Llave,14/10/2017,15,314.9,22.8,6
Mexico-Veracruz_de_Ignacio_de_la_Llave,21/10/2017,1,314.9,22.8,2
Mexico-Veracruz_de_Ignacio_de_la_Llave,28/10/2017,21,314.9,22.8,12
Mexico-Veracruz_de_Ignacio_de_la_Llave,04/11/2017,5,43.3,21.3,3
Mexico-Veracruz_de_Ignacio_de_la_Llave,11/11/2017,8,43.3,21.3,7
Mexico-Veracruz_de_Ignacio_de_la_Llave,18/11/2017,3,43.3,21.3,3
Mexico-Veracruz_de_Ignacio_de_la_Llave,25/11/2017,5,43.3,21.3,7
