Entidad,Fecha,Altura,Busquedas,Precipitacion,Temp,Casos
Mexico-Veracruz_de_Ignacio_de_la_Llave,02/09/2017,10,21,429,24.4,2
Mexico-Veracruz_de_Ignacio_de_la_Llave,09/09/2017,10,10,429,24.4,7
Mexico-Veracruz_de_Ignacio_de_la_Llave,16/09/2017,10,9,429,24.4,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,23/09/2017,10,12,429,24.4,12
Mexico-Veracruz_de_Ignacio_de_la_Llave,30/09/2017,10,7,429,24.4,13
Mexico-Veracruz_de_Ignacio_de_la_Llave,07/10/2017,10,6,314.9,22.8,15
Mexico-Veracruz_de_Ignacio_de_la_Llave,14/10/2017,10,4,314.9,22.8,1
Mexico-Veracruz_de_Ignacio_de_la_Llave,21/10/2017,10,2,314.9,22.8,21
Mexico-Veracruz_de_Ignacio_de_la_Llave,28/10/2017,10,6,314.9,22.8,5
Mexico-Veracruz_de_Ignacio_de_la_Llave,04/11/2017,10,3,43.3,21.3,8
Mexico-Veracruz_de_Ignacio_de_la_Llave,11/11/2017,10,4,43.3,21.3,3
Mexico-Veracruz_de_Ignacio_de_la_Llave,18/11/2017,10,4,43.3,21.3,5
