originalFile,r0
CatemacoWolbachia_HET 484365.xml,0.6
CatemacoWolbachia_HET 484365.xml,1.666666667
CatemacoWolbachia_HET 484365.xml,0.8
CatemacoWolbachia_HET 484365.xml,0
CatemacoWolbachia_HET 484365.xml,1.333333333
CatemacoWolbachia_HET 484365.xml,0.333333333
CatemacoWolbachia_HET 484365.xml,0.333333333
CatemacoWolbachia_HET 484365.xml,0
CatemacoWolbachia_HET 484365.xml,1.333333333
CatemacoWolbachia_HET 484365.xml,0.666666667
CatemacoWolbachia_HET 487918 copy.xml,0.666666667
CatemacoWolbachia_HET 487918 copy.xml,1
CatemacoWolbachia_HET 487918 copy.xml,1
CatemacoWolbachia_HET 487918 copy.xml,1.285714286
CatemacoWolbachia_HET 487918 copy.xml,0.666666667
CatemacoWolbachia_HET 487918 copy.xml,1
CatemacoWolbachia_HET 487918 copy.xml,0
CatemacoWolbachia_HET 487918 copy.xml,0
CatemacoWolbachia_HET 487918 copy.xml,1
CatemacoWolbachia_HET 487918 copy.xml,0.666666667
CatemacoWolbachia_HET 487918.xml,0
CatemacoWolbachia_HET 487918.xml,1.5
CatemacoWolbachia_HET 487918.xml,0.666666667
CatemacoWolbachia_HET 487918.xml,0.333333333
CatemacoWolbachia_HET 487918.xml,0.333333333
CatemacoWolbachia_HET 487918.xml,0
CatemacoWolbachia_HET 487918.xml,0.333333333
CatemacoWolbachia_HET 487918.xml,1
CatemacoWolbachia_HET 487918.xml,0.75
CatemacoWolbachia_HET 487918.xml,1.25
CatemacoWolbachia_HET 491109.xml,1.428571429
CatemacoWolbachia_HET 491109.xml,1.2
CatemacoWolbachia_HET 491109.xml,1.375
CatemacoWolbachia_HET 491109.xml,1
CatemacoWolbachia_HET 491109.xml,1.666666667
CatemacoWolbachia_HET 491109.xml,1
CatemacoWolbachia_HET 491109.xml,0.333333333
CatemacoWolbachia_HET 491109.xml,1
CatemacoWolbachia_HET 491109.xml,1.5
CatemacoWolbachia_HET 491109.xml,1
CatemacoWolbachia_HET 70961.xml,0.333333333
CatemacoWolbachia_HET 70961.xml,1.833333333
CatemacoWolbachia_HET 70961.xml,0.666666667
CatemacoWolbachia_HET 70961.xml,0.666666667
CatemacoWolbachia_HET 70961.xml,0
CatemacoWolbachia_HET 70961.xml,1.8
CatemacoWolbachia_HET 70961.xml,0.833333333
CatemacoWolbachia_HET 70961.xml,1.75
CatemacoWolbachia_HET 70961.xml,0.666666667
CatemacoWolbachia_HET 70961.xml,1.166666667
CatemacoWolbachia_HET 74146.xml,1
CatemacoWolbachia_HET 74146.xml,0.333333333
CatemacoWolbachia_HET 74146.xml,1
CatemacoWolbachia_HET 74146.xml,1.333333333
CatemacoWolbachia_HET 74146.xml,2
CatemacoWolbachia_HET 74146.xml,1.333333333
CatemacoWolbachia_HET 74146.xml,0.333333333
CatemacoWolbachia_HET 74146.xml,0
CatemacoWolbachia_HET 74146.xml,1.5
CatemacoWolbachia_HET 74146.xml,1
CatemacoWolbachia_HET 75922.xml,0
CatemacoWolbachia_HET 75922.xml,0.333333333
CatemacoWolbachia_HET 75922.xml,0.666666667
CatemacoWolbachia_HET 75922.xml,1
CatemacoWolbachia_HET 75922.xml,0
CatemacoWolbachia_HET 75922.xml,0
CatemacoWolbachia_HET 75922.xml,1.333333333
CatemacoWolbachia_HET 75922.xml,1
CatemacoWolbachia_HET 75922.xml,1
CatemacoWolbachia_HET 75922.xml,1.333333333
CatemacoWolbachia_HET 99588.xml,0.666666667
CatemacoWolbachia_HET 99588.xml,1.444444444
CatemacoWolbachia_HET 99588.xml,0.333333333
CatemacoWolbachia_HET 99588.xml,0.333333333
CatemacoWolbachia_HET 99588.xml,0
CatemacoWolbachia_HET 99588.xml,0.666666667
CatemacoWolbachia_HET 99588.xml,1.4
CatemacoWolbachia_HET 99588.xml,1.166666667
CatemacoWolbachia_HET 99588.xml,0.333333333
CatemacoWolbachia_HET 99588.xml,1
Avg,0.811251323
